name,city,country,code
General José Antonio Anzoategui International Airport,Barcelona,Venezuela,BLA
Panama Pacific International Airport,Howard,Panama,BLB
Borlange Airport,Borlange,Sweden,BLE
Mercer County Airport,Bluefield,United States,BLF
Belaga Airport,Belaga,Malaysia,BLG
Blythe Airport,Blythe,United States,BLH
Bellingham International Airport,Bellingham,United States,BLI
Batna Airport,Batna,Algeria,BLJ
Blackpool International Airport,Blackpool,United Kingdom,BLK
Billund Airport,Billund,Denmark,BLL
Benalla Airport,,Australia,BLN
Bologna Guglielmo Marconi Airport,Bologna,Italy,BLQ
Kempegowda International Airport,Bangalore,India,BLR
Blackwater Airport,Blackwater,Australia,BLT
Scott AFB/Midamerica Airport,Belleville,United States,BLV
Chileka International Airport,Blantyre,Malawi,BLZ
Stockholm-Bromma Airport,Stockholm,Sweden,BMA
Bumbar Airport,Bumba,Congo (Kinshasa),BMB
Brigham City Regional Airport,Brigham City,United States,BMC
Belo sur Tsiribihina Airport,Belo sur Tsiribihina,Madagascar,BMD
Broome International Airport,Broome,Australia,BME
Monroe County Airport,Bloomington,United States,BMG
Central Illinois Regional Airport at Bloomington-Normal,Bloomington,United States,BMI
Borkum Airport,Borkum,Germany,BMK
Bitam Airport,Bitam,Gabon,BMM
Banmaw Airport,Banmaw,Burma,BMO
Brampton Island Airport,Brampton Island,Australia,BMP
Baltrum Airport,Baltrum,Germany,BMR
Beaumont Municipal Airport,Beaumont,United States,BMT
Muhammad Salahuddin Airport,Bima,Indonesia,BMU
Buon Ma Thuot Airport,Buonmethuot,Vietnam,BMV
Bordj Badji Mokhtar Airport,Bordj Badji Mokhtar,Algeria,BMW
Big Mountain Airport,Big Mountain,United States,BMX
Île Art - Waala Airport,Waala,New Caledonia,BMY
Nashville International Airport,Nashville,United States,BNA
Boende Airport,Boende,Congo (Kinshasa),BNB
Beni Airport,Beni,Congo (Kinshasa),BNC
Bandar Abbas International Airport,Bandar Abbas,Iran,BND
Brisbane International Airport,Brisbane,Australia,BNE
Banning Municipal Airport,Banning,United States,BNG
Benin Airport,Benin,Nigeria,BNI
Bonn-Hangelar Airport,Sankt-Augustin,Germany,BNJ
Ballina Byron Gateway Airport,Ballina Byron Bay,Australia,BNK
Bodinumu Airport,Bodinumu,Papua New Guinea,BNM
Brønnøysund Airport,Bronnoysund,Norway,BNN
Burns Municipal Airport,Burns,United States,BNO
Bannu Airport,Bannu,Pakistan,BNP
Barinas Airport,Barinas,Venezuela,BNS
Blumenau Airport,BLUMENAU,Brazil,BNU
Banja Luka International Airport,Banja Luka,Bosnia and Herzegovina,BNX
Boma Airport,Boma,Congo (Kinshasa),BOA
Bora Bora Airport,Bora Bora,French Polynesia,BOB
Bocas Del Toro International Airport,Bocas Del Toro,Panama,BOC
Bordeaux-Mérignac Airport,Bordeaux,France,BOD
El Dorado International Airport,Bogota,Colombia,BOG
Bournemouth Airport,Bournemouth,United Kingdom,BOH
Boise Air Terminal/Gowen Field,Boise,United States,BOI
Burgas Airport,Bourgas,Bulgaria,BOJ
Chhatrapati Shivaji International Airport,Mumbai,India,BOM
Flamingo International Airport,Kralendijk,Netherlands Antilles,BON
Bodø Airport,Bodo,Norway,BOO
Fontaine Airport,Belfort,France,BOR
General Edward Lawrence Logan International Airport,Boston,United States,BOS
Bourges Airport,Bourges,France,BOU
Bartow Municipal Airport,Bartow,United States,BOW
Borroloola Airport,Borroloola,Australia,BOX
Bobo Dioulasso Airport,Bobo-dioulasso,Burkina Faso,BOY
Bamenda Airport,Bamenda,Cameroon,BPC
Qinhuangdao Beidaihe Airport,Bagan,Burma,BPE
Batuna Aerodrome,Batuna,Solomon Islands,BPF
Barra do Garças Airport,Barra Do Garcas,Brazil,BPG
Bislig Airport,,Philippines,BPH
Miley Memorial Field,Big Piney,United States,BPI
Alashankou Bole (Bortala) airport,Bole,China,BPL
Begumpet Airport,Hyderabad,India,BPM
Sultan Aji Muhamad Sulaiman Airport,Balikpapan,Indonesia,BPN
Porto Seguro Airport,Porto Seguro,Brazil,BPS
Southeast Texas Regional Airport,Beaumont,United States,BPT
Qamdo Bangda Airport,Bangda,China,BPX
Besalampy Airport,Besalampy,Madagascar,BPY
Dr.Juan C. Angara Airport,Baler,Philippines,BQA
Busselton Regional Airport,Brusselton,Australia,BQB
Bubaque Airport,Bubaque,Guinea-Bissau,BQE
Bogorodskoye Airport,Bogorodskoe,Russia,BQG
London Biggin Hill Airport,Biggin Hill,United Kingdom,BQH
Batagay Airport,Batagay,Russia,BQJ
Brunswick Golden Isles Airport,Brunswick,United States,BQK
Boulia Airport,Boulia,Australia,BQL
Rafael Hernandez Airport,Aguadilla,Puerto Rico,BQN
Ignatyevo Airport,Blagoveschensk,Russia,BQS
Brest Airport,Brest,Belarus,BQT
J F Mitchell Airport,Bequia,Saint Vincent and the Grenadines,BQU
Barreiras Airport,Barreiras,Brazil,BRA
San Carlos De Bariloche Airport,San Carlos De Bariloche,Argentina,BRC
Brainerd Lakes Regional Airport,Brainerd,United States,BRD
Bremen Airport,Bremen,Germany,BRE
Bari Karol Wojtyła Airport,Bari,Italy,BRI
Bourke Airport,Bourke,Australia,BRK
Southeast Iowa Regional Airport,Burlington,United States,BRL
Barquisimeto International Airport,Barquisimeto,Venezuela,BRM
Bern Belp Airport,Bern,Switzerland,BRN
Brownsville South Padre Island International Airport,Brownsville,United States,BRO
Brno-Tuřany Airport,Brno,Czech Republic,BRQ
Barra Airport,Barra,United Kingdom,BRR
Bristol Airport,Bristol,United Kingdom,BRS
Bathurst Island Airport,Bathurst Island,Australia,BRT
Brussels Airport,Brussels,Belgium,BRU
Bremerhaven Airport,Bremerhaven,Germany,BRV
Wiley Post Will Rogers Memorial Airport,Barrow,United States,BRW
Maria Montez International Airport,Barahona,Dominican Republic,BRX
Bosaso Airport,Bosaso,Somalia,BSA
Presidente Juscelino Kubistschek International Airport,Brasilia,Brazil,BSB
José Celestino Mutis Airport,Bahia Solano,Colombia,BSC
Baoshan Yunduan Airport,Baoshan,China,BSD
Bradshaw Army Airfield,Bradshaw Field,United States,BSF
Bata Airport,Bata,Equatorial Guinea,BSG
Bairnsdale Airport,Bairnsdale,Australia,BSJ
Biskra Airport,Biskra,Algeria,BSK
EuroAirport Basel-Mulhouse-Freiburg Airport,Mulhouse,France,BSL
Basco Airport,Basco,Philippines,BSO
Basrah International Airport,Basrah,Iraq,BSR
Bost Airport,Lashkar Gah,Afghanistan,BST
Basankusu Airport,Basankusu,Congo (Kinshasa),BSU
Pathein Airport,Pathein,Burma,BSX
Batticaloa Airport,Batticaloa,Sri Lanka,BTC
Sherbro International Airport,Bonthe,Sierra Leone,BTE
Hang Nadim International Airport,Batam,Indonesia,BTH
Barter Island LRRS Airport,Barter Island,United States,BTI
Sultan Iskandar Muda International Airport,Banda Aceh,Indonesia,BTJ
Bratsk Airport,Bratsk,Russia,BTK
W K Kellogg Airport,Battle Creek,United States,BTL
Bert Mooney Airport,Butte,United States,BTM
Baton Rouge Metropolitan Airport,Baton Rouge,United States,BTR
M. R. Štefánik Airport,Bratislava,Slovakia,BTS
Bettles Airport,Bettles,United States,BTT
Bintulu Airport,Bintulu,Malaysia,BTU
Burlington International Airport,Burlington,United States,BTV
Batu Licin Airport,Batu Licin,Indonesia,BTW
Bursa Airport,Bursa,Turkey,BTZ
Buka Airport,Buka Island,Papua New Guinea,BUA
Burketown Airport,Burketown,Australia,BUC
Budapest Liszt Ferenc International Airport,Budapest,Hungary,BUD
Buffalo Niagara International Airport,Buffalo,United States,BUF
Benguela Airport,Benguela,Angola,BUG
Bokondini Airport,Bokondini-Papua Island,Indonesia,BUI
Bou Saada Airport,Bou Saada,Algeria,BUJ
Bulolo Airport,Bulolo,Papua New Guinea,BUL
Gerardo Tobar López Airport,Buenaventura,Colombia,BUN
Burao Airport,Burao,Somalia,BUO
Bhatinda Air Force Station,Bhatinda,India,BUP
Joshua Mqabuko Nkomo International Airport,Bulawayo,Zimbabwe,BUQ
Bob Hope Airport,Burbank,United States,BUR
Batumi International Airport,Batumi,Georgia,BUS
Bathpalathang Airport,Jakar,Bhutan,BUT
Muara Bungo Airport,Muara Bungo,Indonesia,BUU
Betoambari Airport,Bau-Bau,Indonesia,BUW
Bunia Airport,Bunia,Congo (Kinshasa),BUX
Bunbury Airport,Bunbury,Australia,BUY
Bushehr Airport,Bushehr,Iran,BUZ
Paris Beauvais Tillé Airport,Beauvais,France,BVA
Atlas Brasil Cantanhede Airport,Boa Vista,Brazil,BVB
Rabil Airport,Boa Vista,Cape Verde,BVC
Brive Souillac Airport,Brive,France,BVE
Berlevåg Airport,Berlevag,Norway,BVG
Brigadeiro Camarão Airport,Vilhena,Brazil,BVH
Birdsville Airport,Birdsville,Australia,BVI
Breves Airport,Breves,Brazil,BVS
Beverly Municipal Airport,Beverly,United States,BVY
Gautam Buddha Airport,Bhairawa,Nepal,BWA
Barrow Island Airport,Barrow Island,Australia,BWB
Braunschweig-Wolfsburg Airport,Braunschweig,Germany,BWE
Barrow Walney Island Airport,Barrow Island,United Kingdom,BWF
Bowling Green Warren County Regional Airport,Bowling Green,United States,BWG
Butterworth Airport,Butterworth,Malaysia,BWH
Baltimore/Washington International Thurgood Marshall Airport,Baltimore,United States,BWI
Bol Airport,Brac,Croatia,BWK
Brunei International Airport,Bandar Seri Begawan,Brunei,BWN
Balakovo Airport,Balakovo,Russia,BWO
Brewarrina Airport,,Australia,BWQ
Wynyard Airport,Burnie,Australia,BWT
Sydney Bankstown Airport,Sydney,Australia,BWU
Las Brujas Airport,Cayo Santa Maria,Cuba,BWW
Blimbingsari Airport,Banyuwangi,Indonesia,BWX
Babo Airport,Babo,Indonesia,BXB
Bakel Airport,Bakel,Senegal,BXE
Bendigo Airport,Bendigo,Australia,BXG
Balkhash Airport,Balkhash,Kazakhstan,BXH
Buckeye Municipal Airport,Buckeye,United States,BXK
Imsık Airport,Bodrum,Turkey,BXN
Buochs Airport,Buochs,Switzerland,BXO
Biała Podlaska Airfield,Biała Podlaska,Poland,BXP
Bam Airport,Bam,Iran,BXR
Bancasi Airport,Butuan,Philippines,BXU
Krainiy Airport,Baikonur,Kazakhstan,BXY
Yacuiba Airport,Yacuiba,Bolivia,BYC
Albert-Bray Airport,Albert,France,BYF
Arkansas International Airport,Blytheville,United States,BYH
Burley Municipal Airport,Burley,United States,BYI
Beja Airport / Airbase,Beja (madeira),Portugal,BYJ
Bouaké Airport,Bouake,Cote d'Ivoire,BYK
Carlos Manuel de Cespedes Airport,Bayamo,Cuba,BYM
Bayankhongor Airport,Bayankhongor,Mongolia,BYN
Bonito Airport,Bointo,Brazil,BYO
Barimunya Airport,Barimunya,Australia,BYP
Bunyu Airport,Bunyu,Indonesia,BYQ
Læsø Airport,Laeso,Denmark,BYR
Bicycle Lake Army Air Field,Fort Irwin,United States,BYS
Bantry Aerodrome,Bantry,Ireland,BYT
Bayreuth Airport,Bayreuth,Germany,BYU
San Pedro Airport,Bonanza,Nicaragua,BZA
Umberto Modiano Airport,Buzios,Brazil,BZC
Balranald Airport,,Australia,BZD
Philip S. W. Goldson International Airport,Belize City,Belize,BZE
Bydgoszcz Ignacy Jan Paderewski Airport,Bydgoszcz,Poland,BZG
Bumi Airport,Bumi Hills,Zimbabwe,BZH
Balıkesir Merkez Airport,Balikesir,Turkey,BZI
Bryansk Airport,Bryansk,Russia,BZK
Barisal Airport,Barisal,Bangladesh,BZL
Gallatin Field,Bozeman,United States,BZN
Bolzano Airport,Bolzano,Italy,BZO
Béziers-Vias Airport,Beziers,France,BZR
Buta Zega Airport,Buta Zega,Congo (Kinshasa),BZU
Maya-Maya Airport,Brazzaville,Congo (Brazzaville),BZV
Bălți International Airport,Saltsy,Moldova,BZY
RAF Brize Norton,Brize Norton,United Kingdom,BZZ
Cabinda Airport,Cabinda,Angola,CAB
Cascavel Airport,Cascavel,Brazil,CAC
Columbia Metropolitan Airport,Columbia,United States,CAE
Carauari Airport,Carauari,Brazil,CAF
Cagliari Elmas Airport,Cagliari,Italy,CAG
Cà Mau Airport,Ca Mau,Vietnam,CAH
Cairo International Airport,Cairo,Egypt,CAI
Canaima Airport,Canaima,Venezuela,CAJ
Akron Canton Regional Airport,Akron,United States,CAK
Campbeltown Airport,Campbeltown,United Kingdom,CAL
Guangzhou Baiyun International Airport,Guangzhou,China,CAN
Cap Haitien International Airport,Cap Haitien,Haiti,CAP
Juan H White Airport,Caucasia,Colombia,CAQ
Caribou Municipal Airport,Caribou,United States,CAR
Cascais Airport,Cascais,Portugal,CAT
Caruaru Airport,Caruaru,Brazil,CAU
Bartolomeu Lisandro Airport,Campos,Brazil,CAW
Carlisle Airport,Carlisle,United Kingdom,CAX
Cayenne-Rochambeau Airport,Cayenne,French Guiana,CAY
Cobar Airport,Cobar,Australia,CAZ
Jorge Wilsterman International Airport,Cochabamba,Bolivia,CBB
Car Nicobar Air Force Station,Carnicobar,India,CBD
Greater Cumberland Regional Airport,Cumberland,United States,CBE
Council Bluffs Municipal Airport,Council Bluffs,United States,CBF
Cambridge Airport,Cambridge,United Kingdom,CBG
Béchar Boudghene Ben Ali Lotfi Airport,Béchar,Algeria,CBH
Cabo Rojo Airport,Cabo Rojo,Dominican Republic,CBJ
"Aeropuerto ""General Tomas de Heres"". Ciudad Bolivar",Ciudad Bolivar,Venezuela,CBL
Columbus Air Force Base,Colombus,United States,CBM
Penggung Airport,Cirebon,Indonesia,CBN
Awang Airport,Cotabato,Philippines,CBO
Margaret Ekpo International Airport,Calabar,Nigeria,CBQ
Canberra International Airport,Canberra,Australia,CBR
Catumbela Airport,Catumbela,Angola,CBT
Cottbus-Drewitz Airport,Cottbus,Germany,CBU
Coban Airport,Coban,Guatemala,CBV
Chimore Airport,Chapacura,Bolivia,CCA
Cable Airport,Upland,United States,CCB
Jardines Del Rey Airport,Cunagua,Cuba,CCC
Carcassonne Airport,Carcassonne,France,CCF
Chile Chico Airport,Chile Chico,Chile,CCH
Concórdia Airport,Concordia,Brazil,CCI
Calicut International Airport,Calicut,India,CCJ
Cocos (Keeling) Islands Airport,Cocos Keeling Island,Cocos (Keeling) Islands,CCK
Chinchilla Airport,Chinchilla,Australia,CCL
Diomício Freitas Airport,Criciuma,Brazil,CCM
Chakcharan Airport,Chaghcharan,Afghanistan,CCN
Carriel Sur Airport,Concepcion,Chile,CCP
Buchanan Field,Concord,United States,CCR
Simón Bolívar International Airport,Caracas,Venezuela,CCS
Netaji Subhash Chandra Bose International Airport,Kolkata,India,CCU
Craig Cove Airport,Craig Cove,Vanuatu,CCV
Cáceres Airport,Caceres,Brazil,CCX
Northeast Iowa Regional Airport,Charles City,United States,CCY
Chub Cay Airport,Chub Cay,Bahamas,CCZ
Cooinda Airport,Cooinda,Australia,CDA
Cold Bay Airport,Cold Bay,United States,CDB
Cedar City Regional Airport,Cedar City,United States,CDC
Chengde Puning Airport,Chengde,China,CDE
Charles de Gaulle International Airport,Paris,France,CDG
Conceição do Araguaia Airport,Conceicao Do Araguaia,Brazil,CDJ
Woodward Field,Camden,United States,CDN
Kadapa Airport,Cuddapah,India,CDP
Chadron Municipal Airport,Chadron,United States,CDR
Childress Municipal Airport,Childress,United States,CDS
Castellón-Costa Azahar Airport,Castellón de la Plana,Spain,CDT
Camden Airport,Camden,Australia,CDU
Merle K (Mudhole) Smith Airport,Cordova,United States,CDV
Essex County Airport,Caldwell,United States,CDW
Mactan Cebu International Airport,Cebu,Philippines,CEB
Jack Mc Namara Field Airport,Crescent City,United States,CEC
Ceduna Airport,Ceduna,Australia,CED
Cherepovets Airport,Cherepovets,Russia,CEE
Westover ARB/Metropolitan Airport,Chicopee Falls,United States,CEF
Hawarden Airport,Hawarden,United Kingdom,CEG
Chiang Rai International Airport,Chiang Rai,Thailand,CEI
Chernihiv Shestovitsa Airport,Chernigov,Ukraine,CEJ
Chelyabinsk Balandino Airport,Chelyabinsk,Russia,CEK
Central Airport,Central,United States,CEM
Ciudad Obregón International Airport,Ciudad Obregon,Mexico,CEN
Cannes-Mandelieu Airport,Cannes,France,CEQ
Cherbourg-Maupertus Airport,Cherbourg,France,CER
Cessnock Airport,Cessnock,Australia,CES
Cholet Le Pontreau Airport,Cholet,France,CET
Oconee County Regional Airport,Clemson,United States,CEU
Bob Sikes Airport,Crestview,United States,CEW
Cortez Municipal Airport,Cortez,United States,CEZ
Cabo Frio Airport,Cabo Frio,Brazil,CFB
Caçador Airport,Cacador,Brazil,CFC
Coulter Field,Bryan,United States,CFD
Clermont-Ferrand Auvergne Airport,Clermont-Ferrand,France,CFE
Jaime Gonzalez Airport,Cienfuegos,Cuba,CFG
Ech Cheliff Airport,Ech-cheliff,Algeria,CFK
Donegal Airport,Dongloe,Ireland,CFN
Confresa Airport,Confresa,Brazil,CFO
Caen-Carpiquet Airport,Caen,France,CFR
Coffs Harbour Airport,Coff's Harbour,Australia,CFS
Ioannis Kapodistrias International Airport,Kerkyra/corfu,Greece,CFU
Coffeyville Municipal Airport,Coffeyville,United States,CFV
Marechal Rondon Airport,Cuiaba,Brazil,CGB
Changde Airport,Changde,China,CGD
Cuyahoga County Airport,Richmond Heights,United States,CGF
Congonhas Airport,Sao Paulo,Brazil,CGH
Cape Girardeau Regional Airport,Cape Girardeau,United States,CGI
Kasompe Airport,Kasompe,Zambia,CGJ
Soekarno-Hatta International Airport,Jakarta,Indonesia,CGK
Camiguin Airport,Camiguin,Philippines,CGM
Cologne Bonn Airport,Cologne,Germany,CGN
Zhengzhou Xinzheng International Airport,Zhengzhou,China,CGO
Shah Amanat International Airport,Chittagong,Bangladesh,CGP
Longjia Airport,Changchun,China,CGQ
Campo Grande Airport,Campo Grande,Brazil,CGR
Chicago Meigs Airport,Chicago,United States,CGX
Laguindingan Airport,Cagayan de Oro City,Philippines,CGY
Casa Grande Municipal Airport,Casa Grande,United States,CGZ
Lovell Field,Chattanooga,United States,CHA
Christchurch International Airport,Christchurch,New Zealand,CHC
Jinhae Airbase/Airport (G-813/K-10),Chinhae,South Korea,CHF
Chaoyang Airport,Chaoyang,China,CHG
Chachapoyas Airport,Chachapoyas,Peru,CHH
Teniente FAP Jaime A De Montreuil Morales Airport,Chimbote,Peru,CHM
Jeon Ju Airport (G-703),Jhunju,South Korea,CHN
Charlottesville Albemarle Airport,Charlottesville VA,United States,CHO
Chania International Airport,Chania,Greece,CHQ
"Châteauroux-Déols ""Marcel Dassault"" Airport",Chateauroux,France,CHR
Charleston Air Force Base-International Airport,Charleston,United States,CHS
Chatham Islands-Tuuta Airport,Chatham Island,New Zealand,CHT
Chuathbaluk Airport,Chuathbaluk,United States,CHU
Cap Manuel Niño International Airport,Changuinola,Panama,CHX
Choiseul Bay Airport,Choiseul Bay,Solomon Islands,CHY
Ciampino–G. B. Pastine International Airport,Rome,Italy,CIA
Chico Municipal Airport,Chico,United States,CIC
The Eastern Iowa Airport,Cedar Rapids,United States,CID
Chifeng Airport,Chifeng,China,CIF
Changzhi Airport,Changzhi,China,CIH
Capitán Aníbal Arab Airport,Cobija,Bolivia,CIJ
Chalkyitsik Airport,Chalkyitsik,United States,CIK
Teniente Col Carmelo Peralta Airport,Conception,Paraguay,CIO
Chipata Airport,Chipata,Zambia,CIP
Canton Island Airport,Canton Island,Kiribati,CIS
Shymkent Airport,Chimkent,Kazakhstan,CIT
Chippewa County International Airport,Sault Ste Marie,United States,CIU
Canouan Airport,Canouan Island,Saint Vincent and the Grenadines,CIW
Capitan FAP Jose A Quinones Gonzales International Airport,Chiclayo,Peru,CIX
Comiso Airport,Comiso,Italy,CIY
Coari Airport,Coari,Brazil,CIZ
Mayor General FAP Armando Revoredo Iglesias Airport,Cajamarca,Peru,CJA
Coimbatore International Airport,Coimbatore,India,CJB
El Loa Airport,Calama,Chile,CJC
Coondewanna Airport,Coondewanna,Australia,CJF
Cheongju International Airport/Cheongju Air Base (K-59/G-513),Chongju,South Korea,CJJ
Chitral Airport,Chitral,Pakistan,CJL
Chumphon Airport,Chumphon,Thailand,CJM
Nusawiru Airport,Nusawiru,Indonesia,CJN
Abraham González International Airport,Ciudad Juarez,Mexico,CJS
Jeju International Airport,Cheju,South Korea,CJU
North Central West Virginia Airport,Clarksburg,United States,CKB
Cherkasy International Airport,Cherkassy,Ukraine,CKC
Chongqing Jiangbei International Airport,Chongqing,China,CKG
Chokurdakh Airport,Chokurdah,Russia,CKH
Croker Island Airport,Croker Island,Australia,CKI
Chkalovskiy Air Base,Shchyolkovo,Russia,CKL
Carajás Airport,Parauapebas,Brazil,CKS
Sarakhs Airport,Sarakhs,Iran,CKT
Clarksville–Montgomery County Regional Airport,Clarksville,United States,CKV
Conakry International Airport,Conakry,Guinea,CKY
